Department,Age,Education,Education Field,Gender,Job Involvement,Performance Rating,Marital Status,Years At Company,Training Times Last Year,Environment Satisfaction,Job Satisfaction,Work Life Balance,Monthly Income
Research & Development,42,1,Life Sciences,Male,2,3,Married,22,2,4,1,3,60320
Research & Development,28,3,Life Sciences,Male,3,3,Divorced,1,3,1,2,3,29760
Research & Development,50,4,Medical,Male,3,3,Single,0,3,4,3,3,159920
Sales,33,3,Medical,Female,2,3,Married,3,2,4,2,3,46490
Sales,34,1,Marketing,Female,3,4,Married,0,3,3,4,3,26960
Sales,48,1,Life Sciences,Male,3,3,Single,5,3,1,4,2,23700
Research & Development,45,3,Medical,Female,3,3,Married,15,2,2,3,3,125040
Sales,52,3,Life Sciences,Male,3,3,Single,8,6,2,2,3,59740
Research & Development,38,2,Medical,Male,2,3,Divorced,8,3,3,3,3,47360
Research & Development,29,3,Medical,Female,4,3,Divorced,7,3,3,4,3,52960
Human Resources,28,3,Human Resources,Female,3,3,Divorced,9,2,4,2,2,67810
Research & Development,46,4,Medical,Male,3,3,Married,12,3,1,3,3,21740
Research & Development,38,4,Medical,Male,3,4,Single,1,2,4,2,3,66530
Research & Development,43,3,Medical,Female,3,3,Married,8,3,3,1,3,96990
Sales,39,3,Marketing,Male,3,3,Divorced,18,2,1,4,3,67550
Research & Development,40,1,Life Sciences,Male,3,3,Single,20,4,3,3,4,22130
Research & Development,21,4,Life Sciences,Female,2,3,Single,2,3,4,2,4,26100
Research & Development,39,3,Life Sciences,Male,3,3,Single,5,2,3,2,2,28510
Research & Development,36,3,Medical,Male,4,3,Single,11,4,1,4,3,34520
Research & Development,31,3,Life Sciences,Male,3,3,Married,2,5,3,4,3,52580
Sales,28,4,Marketing,Male,3,3,Married,5,4,1,2,1,93550
Research & Development,35,2,Other,Female,3,3,Divorced,5,2,4,4,3,104960
Sales,49,2,Medical,Female,2,4,Married,9,1,4,2,3,63800
Sales,34,1,Technical Degree,Male,2,3,Single,3,3,4,3,2,26570
Research & Development,29,4,Medical,Male,1,3,Divorced,7,2,4,2,2,27160
Sales,42,2,Life Sciences,Female,4,3,Single,1,3,2,4,3,22010
Sales,29,2,Other,Female,1,4,Married,10,2,2,4,2,65400
Research & Development,38,3,Medical,Female,2,3,Married,7,2,3,3,4,38160
Sales,28,4,Life Sciences,Male,3,3,Divorced,3,2,3,3,3,52530
Research & Development,18,4,Medical,Male,4,3,Single,0,5,3,3,3,109650
Research & Development,33,2,Life Sciences,Male,2,3,Single,5,2,1,1,3,49360
Research & Development,41,2,Medical,Male,3,3,Married,1,3,2,4,3,25430
Sales,31,3,Technical Degree,Female,4,3,Married,2,3,3,3,2,53040
Research & Development,37,3,Life Sciences,Male,3,3,Divorced,6,2,3,4,3,166590
Research & Development,27,2,Medical,Female,3,3,Married,4,2,4,3,3,42600
Sales,34,1,Marketing,Female,3,3,Married,6,2,2,3,2,24760
Research & Development,35,3,Life Sciences,Female,2,3,Single,5,3,3,3,1,31020
Research & Development,29,3,Life Sciences,Male,1,3,Married,11,5,4,1,1,22440
Research & Development,40,4,Medical,Male,1,3,Single,18,0,2,3,2,75960
Sales,42,4,Life Sciences,Male,1,3,Single,21,3,3,1,2,22850
Research & Development,42,2,Life Sciences,Male,2,4,Single,6,3,2,1,4,30340
Research & Development,35,3,Medical,Male,3,4,Married,8,0,4,3,3,57150
Sales,24,4,Life Sciences,Female,3,3,Single,4,3,4,2,3,25760
Research & Development,28,4,Life Sciences,Male,1,3,Married,1,3,3,4,2,41970
Research & Development,26,4,Life Sciences,Male,3,4,Married,8,3,1,4,3,143360
Research & Development,30,2,Life Sciences,Female,3,3,Married,10,3,3,4,3,34480
Research & Development,40,4,Life Sciences,Male,3,4,Married,1,2,3,4,1,194060
Research & Development,35,5,Medical,Female,3,3,Divorced,7,3,3,2,4,65380
Research & Development,34,2,Life Sciences,Male,3,3,Single,13,2,4,1,3,43060
Research & Development,35,3,Medical,Female,3,3,Married,2,2,4,4,4,22580
Sales,43,3,Marketing,Female,3,3,Single,4,3,1,3,2,45220
Research & Development,32,2,Other,Female,2,3,Divorced,1,5,3,1,3,44870
Research & Development,56,2,Other,Male,1,3,Divorced,5,3,4,1,3,44490
Research & Development,29,1,Life Sciences,Male,3,4,Married,10,1,4,4,3,22180
Research & Development,19,4,Life Sciences,Male,3,3,Single,1,2,3,1,3,191970
Research & Development,45,3,Life Sciences,Female,3,3,Married,3,4,1,3,2,132120
Research & Development,37,4,Life Sciences,Male,1,3,Married,14,1,4,4,2,65770
Research & Development,20,3,Medical,Male,3,3,Single,2,5,1,3,2,83920
Human Resources,44,2,Human Resources,Male,1,3,Single,6,2,3,3,3,45580
Research & Development,53,4,Life Sciences,Male,2,3,Divorced,7,3,4,3,3,40310
Research & Development,29,3,Medical,Male,3,3,Married,5,3,2,4,2,79690
Research & Development,22,4,Medical,Male,2,4,Married,0,5,3,4,3,26540
Research & Development,46,3,Life Sciences,Male,3,3,Married,26,4,3,1,3,165550
Research & Development,44,3,Life Sciences,Male,3,3,Single,0,4,4,3,3,45560
Research & Development,33,4,Life Sciences,Female,1,3,Married,5,6,2,3,3,60910
Research & Development,41,3,Life Sciences,Male,4,3,Divorced,1,2,1,1,1,195660
Sales,30,3,Marketing,Male,2,3,Divorced,4,3,3,1,3,48100
Sales,40,3,Medical,Male,4,3,Married,0,5,2,2,3,45230
Research & Development,50,4,Life Sciences,Female,3,4,Married,2,2,4,1,3,32020
Research & Development,28,3,Technical Degree,Male,3,3,Married,6,4,4,1,3,23510
Research & Development,46,4,Other,Male,3,4,Married,4,2,4,2,3,17020
Sales,35,4,Marketing,Male,2,4,Married,7,3,3,1,3,180410
Human Resources,24,4,Human Resources,Male,3,3,Married,1,5,4,2,1,28860
Research & Development,33,2,Medical,Female,2,3,Married,10,5,2,3,2,20970
Research & Development,36,2,Medical,Male,4,3,Divorced,7,6,3,3,3,119350
Sales,30,3,Marketing,Male,3,3,Divorced,10,2,3,3,2,25460
Research & Development,44,4,Medical,Male,1,3,Single,20,3,4,4,3,25640
Research & Development,20,4,Medical,Male,2,3,Single,2,2,3,4,3,84120
Sales,46,1,Medical,Female,3,4,Divorced,6,3,4,4,2,141180
Research & Development,42,4,Medical,Male,2,3,Married,4,3,4,1,4,170460
Sales,60,2,Life Sciences,Male,3,3,Divorced,11,3,2,4,3,25640
Sales,32,3,Life Sciences,Female,3,3,Married,2,3,3,2,3,102660
Research & Development,32,3,Life Sciences,Female,3,3,Single,8,6,4,3,3,50700
Sales,36,2,Marketing,Male,2,3,Divorced,7,2,3,1,3,178610
Sales,33,2,Marketing,Male,3,3,Married,14,0,1,4,3,42300
Research & Development,40,3,Medical,Female,1,3,Divorced,5,2,2,2,4,37800
Research & Development,25,2,Medical,Female,3,4,Single,4,0,3,4,3,27680
Sales,30,3,Marketing,Female,2,3,Married,11,2,4,2,3,90710
Human Resources,42,2,Medical,Male,3,3,Married,1,1,1,1,3,106480
Research & Development,35,1,Life Sciences,Male,2,4,Married,13,4,3,4,2,136100
Research & Development,27,3,Life Sciences,Male,3,4,Married,9,2,1,1,2,34080
Research & Development,54,2,Medical,Male,2,3,Divorced,5,2,4,3,1,29830
Human Resources,44,4,Life Sciences,Male,3,4,Married,10,3,1,4,3,76320
Sales,19,2,Other,Male,3,3,Single,1,2,1,2,4,98240
Research & Development,29,4,Life Sciences,Male,3,4,Divorced,3,3,1,4,3,99500
Research & Development,54,4,Life Sciences,Male,3,3,Married,10,2,4,4,3,20930
Research & Development,31,3,Life Sciences,Male,3,3,Married,6,1,3,1,2,99800
Sales,31,1,Marketing,Female,4,3,Single,10,3,3,1,3,38940
Research & Development,59,4,Technical Degree,Male,3,3,Single,6,3,3,4,3,40510
Research & Development,43,2,Life Sciences,Male,3,3,Married,8,3,3,4,3,168350
Sales,49,4,Life Sciences,Male,2,3,Married,1,2,1,3,4,62300
Sales,36,2,Marketing,Female,3,3,Married,11,3,3,2,2,47170
Research & Development,48,4,Life Sciences,Female,4,3,Single,1,2,4,2,2,132370
Research & Development,27,4,Life Sciences,Male,3,3,Divorced,5,2,1,3,3,37550
Sales,29,4,Medical,Male,3,3,Divorced,6,3,3,4,3,65820
Sales,48,1,Marketing,Male,3,3,Single,1,2,4,4,4,74060
Research & Development,29,3,Technical Degree,Female,3,3,Divorced,7,2,4,4,2,48050
Sales,34,4,Medical,Female,3,3,Married,1,3,3,3,2,27410
Research & Development,44,3,Life Sciences,Female,3,3,Married,22,2,2,2,3,42620
Research & Development,33,2,Life Sciences,Female,4,3,Divorced,9,2,4,3,3,161840
Sales,19,4,Marketing,Male,3,4,Single,1,0,2,4,3,115570
Sales,23,3,Medical,Male,3,3,Married,1,2,4,3,3,18780
Research & Development,25,1,Life Sciences,Male,3,3,Single,1,3,3,4,3,109320
Human Resources,26,3,Life Sciences,Male,3,3,Single,8,4,3,4,2,68110
Human Resources,45,3,Human Resources,Male,3,3,Single,24,3,1,2,3,43060
Research & Development,55,3,Life Sciences,Female,4,4,Divorced,33,3,4,2,3,48590
Research & Development,21,2,Medical,Female,3,3,Single,2,2,1,3,1,53370
Research & Development,46,4,Life Sciences,Male,1,3,Married,11,2,4,2,3,23400
Sales,34,4,Medical,Male,2,3,Single,3,3,3,1,3,74910
Research & Development,51,3,Life Sciences,Male,3,3,Divorced,29,3,4,2,2,105270
Research & Development,59,2,Life Sciences,Male,3,4,Single,9,2,4,4,2,165950
Sales,34,4,Medical,Female,3,3,Divorced,11,1,3,2,4,88340
Research & Development,28,3,Other,Female,3,3,Single,4,3,4,3,2,55770
Research & Development,44,4,Life Sciences,Male,1,3,Divorced,25,4,3,1,2,47070
Sales,34,3,Life Sciences,Male,3,3,Married,10,3,3,2,4,24000
Research & Development,35,3,Life Sciences,Male,3,3,Married,3,2,3,3,3,98240
Research & Development,42,4,Life Sciences,Female,3,3,Married,1,3,2,2,3,64470
Research & Development,43,2,Medical,Female,4,3,Single,21,3,4,4,4,195020
Research & Development,36,4,Medical,Male,2,4,Single,16,4,3,2,3,27250
Research & Development,44,4,Life Sciences,Female,3,3,Married,10,3,1,4,3,62720
Research & Development,28,3,Life Sciences,Female,3,3,Married,2,3,4,4,3,21270
Sales,51,4,Medical,Male,3,3,Single,7,3,2,3,2,182000
Research & Development,30,4,Other,Male,3,3,Single,8,2,3,3,3,20960
Research & Development,29,4,Technical Degree,Female,3,3,Divorced,7,4,2,3,3,28860
Sales,28,4,Life Sciences,Female,3,3,Single,3,5,4,1,2,20330
Research & Development,25,2,Life Sciences,Male,3,4,Single,2,0,4,2,2,36220
Research & Development,32,4,Other,Female,3,3,Married,10,5,3,4,4,42330
Research & Development,45,3,Medical,Male,3,3,Single,0,2,2,2,3,36810
Sales,39,1,Marketing,Female,3,3,Divorced,19,3,3,2,3,54600
Research & Development,58,3,Other,Male,1,3,Divorced,2,1,1,3,3,21870
Research & Development,32,3,Technical Degree,Female,3,3,Married,10,3,4,3,3,96020
Research & Development,39,2,Life Sciences,Male,2,4,Single,5,3,3,1,3,28360
Sales,30,1,Marketing,Male,4,3,Married,9,2,1,4,3,40890
Sales,36,3,Marketing,Male,2,3,Married,7,5,4,3,3,166270
Sales,46,3,Medical,Male,2,3,Single,7,3,4,1,4,26190
Research & Development,28,3,Medical,Male,2,3,Married,9,2,3,4,3,56790
Research & Development,50,2,Medical,Female,2,4,Married,3,3,4,1,3,154020
Sales,40,1,Other,Male,2,3,Single,5,1,4,2,3,59850
Research & Development,52,2,Technical Degree,Male,3,3,Single,8,1,2,2,2,25790
Research & Development,30,4,Medical,Female,2,3,Married,9,2,2,1,3,30410
Research & Development,39,1,Medical,Male,3,3,Single,8,5,1,3,3,34470
Research & Development,31,2,Medical,Male,2,3,Divorced,10,1,4,3,2,195130
Sales,41,3,Life Sciences,Female,3,3,Single,19,3,3,2,3,27730
Research & Development,31,1,Life Sciences,Male,3,3,Single,3,3,4,2,4,71040
Sales,44,3,Life Sciences,Male,3,3,Married,3,2,1,1,4,63220
Research & Development,42,3,Life Sciences,Male,2,3,Married,20,3,3,3,2,20830
Sales,55,3,Technical Degree,Male,3,3,Married,19,3,4,3,3,83810
Sales,56,2,Medical,Female,3,3,Single,7,6,4,2,3,26910
Research & Development,40,1,Life Sciences,Male,3,3,Divorced,4,6,3,3,3,42860
Research & Development,34,2,Technical Degree,Male,3,4,Divorced,9,2,4,4,2,26590
Sales,40,3,Medical,Male,2,3,Single,9,3,3,4,3,94340
Sales,41,4,Other,Female,2,3,Divorced,9,2,3,1,3,55610
Sales,35,2,Technical Degree,Male,2,3,Single,9,2,3,3,3,66460
Sales,51,2,Life Sciences,Male,3,3,Divorced,33,2,3,2,3,77250
Sales,38,4,Life Sciences,Female,2,3,Divorced,7,5,2,1,3,107250
Sales,34,3,Life Sciences,Male,4,3,Single,10,3,3,1,4,88470
Research & Development,25,2,Medical,Female,3,3,Married,3,3,4,4,2,20450
Sales,58,4,Technical Degree,Male,4,3,Married,10,3,3,1,2,10090
Research & Development,40,4,Medical,Female,1,4,Married,4,2,2,2,3,33480
Sales,36,2,Life Sciences,Male,3,3,Married,15,2,1,1,2,12810
Research & Development,48,1,Life Sciences,Male,2,4,Single,10,2,4,4,3,28190
Research & Development,27,3,Life Sciences,Female,3,3,Married,1,2,3,4,3,48510
Research & Development,51,1,Medical,Female,3,3,Single,5,3,4,2,2,40280
Research & Development,18,4,Medical,Male,3,4,Single,0,2,4,4,2,27200
Research & Development,35,4,Other,Female,2,3,Married,9,2,4,4,3,81200
Research & Development,27,4,Medical,Female,4,3,Single,6,3,4,4,3,46470
Research & Development,55,3,Technical Degree,Male,4,3,Single,19,0,1,3,2,46800
Research & Development,56,4,Life Sciences,Male,3,3,Married,19,2,4,2,3,32210
Sales,34,2,Life Sciences,Male,3,3,Divorced,5,1,1,3,3,86210
Research & Development,40,3,Life Sciences,Male,2,3,Divorced,12,3,2,3,3,45770
Research & Development,34,3,Life Sciences,Male,4,3,Married,8,2,2,3,3,45530
Research & Development,31,2,Medical,Female,1,3,Single,1,2,3,4,4,53960
Research & Development,35,2,Medical,Male,3,3,Married,4,2,4,3,2,67960
Research & Development,38,3,Medical,Female,2,3,Divorced,4,2,4,3,3,76250
Research & Development,34,4,Other,Female,3,4,Single,14,4,3,4,4,74120
Research & Development,28,3,Life Sciences,Female,3,3,Married,5,2,3,1,3,111590
Research & Development,31,2,Life Sciences,Male,2,3,Married,10,3,4,3,2,49600
Research & Development,39,4,Technical Degree,Female,3,3,Married,5,3,1,4,4,104750
Research & Development,51,3,Medical,Male,2,3,Married,4,2,2,2,3,148140
Research & Development,41,3,Life Sciences,Male,3,3,Divorced,6,2,4,4,2,191410
Research & Development,37,2,Medical,Female,4,3,Married,6,3,3,3,3,54050
Research & Development,33,3,Medical,Female,3,3,Married,5,2,2,4,4,87930
Research & Development,32,4,Medical,Male,3,3,Married,3,3,3,2,2,191890
Research & Development,39,2,Life Sciences,Male,3,3,Married,6,3,3,3,3,38750
Research & Development,25,4,Life Sciences,Male,2,3,Married,3,2,1,3,2,22160
Research & Development,52,1,Life Sciences,Male,3,3,Married,5,2,4,3,2,117130
Research & Development,43,2,Medical,Male,3,3,Single,20,1,1,3,1,78610
Research & Development,27,4,Life Sciences,Male,3,3,Married,6,2,4,4,3,37080
Research & Development,27,5,Life Sciences,Female,4,3,Single,8,3,4,3,3,137700
Research & Development,26,2,Other,Male,3,4,Single,4,2,1,4,3,53040
Sales,42,3,Marketing,Female,3,3,Married,20,3,1,1,3,26420
Research & Development,52,2,Life Sciences,Female,3,3,Married,5,6,3,1,1,27590
Research & Development,37,5,Life Sciences,Male,3,3,Single,3,1,1,3,3,68040
Research & Development,35,4,Medical,Female,3,3,Single,2,2,3,4,3,61420
Research & Development,25,4,Medical,Male,1,3,Married,3,2,1,4,2,25000
Research & Development,26,4,Life Sciences,Male,2,4,Single,7,2,3,1,3,63890
Sales,29,3,Life Sciences,Male,2,3,Single,10,5,2,1,2,111030
Sales,49,5,Medical,Female,3,3,Single,4,2,1,1,3,23420
Sales,29,2,Marketing,Female,3,3,Single,8,2,3,4,3,68110
Sales,54,3,Medical,Female,2,3,Single,20,2,4,4,2,22970
Sales,58,3,Life Sciences,Female,3,3,Married,9,2,4,1,3,24500
Research & Development,55,3,Life Sciences,Female,3,3,Divorced,7,3,2,4,4,50930
Research & Development,36,3,Medical,Male,3,3,Single,5,5,1,2,3,53090
Sales,31,3,Life Sciences,Male,3,3,Single,1,3,2,3,3,30570
Sales,30,3,Life Sciences,Male,3,3,Divorced,3,4,4,1,3,51210
Research & Development,31,3,Medical,Male,3,3,Single,3,3,1,2,4,168560
Sales,34,1,Marketing,Female,4,3,Divorced,4,3,4,1,3,26860
Sales,31,3,Technical Degree,Male,1,3,Single,1,2,1,2,4,61800
Human Resources,27,4,Medical,Male,3,3,Married,5,3,2,1,4,66320
Sales,36,3,Marketing,Male,2,3,Single,10,2,1,4,2,35050
Research & Development,36,3,Other,Female,3,3,Married,3,3,3,1,2,63970
Research & Development,47,4,Life Sciences,Female,3,3,Married,6,0,1,4,2,62740
Sales,25,4,Life Sciences,Male,2,3,Married,3,3,1,1,3,198590
Sales,37,4,Medical,Male,3,4,Single,6,5,3,3,1,75870
Research & Development,56,4,Other,Male,3,3,Married,3,2,1,1,4,42580
Research & Development,47,2,Medical,Male,3,3,Married,20,3,1,3,4,43640
Research & Development,24,1,Other,Male,3,3,Married,5,5,4,3,3,43350
Sales,32,3,Marketing,Male,3,3,Married,4,2,4,4,2,53260
Research & Development,34,2,Medical,Male,3,3,Married,5,3,4,2,2,32800
Research & Development,41,3,Medical,Female,3,3,Married,4,2,2,3,2,54850
Sales,40,2,Life Sciences,Male,2,3,Divorced,8,6,3,3,4,43420
Research & Development,31,3,Medical,Male,3,3,Divorced,13,5,1,4,3,27820
Research & Development,46,1,Medical,Male,3,3,Divorced,7,2,1,4,4,59800
Research & Development,39,4,Medical,Male,2,3,Single,1,1,1,1,4,43810
Sales,31,3,Medical,Male,3,3,Single,10,3,3,2,3,25720
Sales,45,2,Marketing,Male,3,3,Divorced,7,1,2,1,3,38330
Research & Development,31,4,Life Sciences,Male,3,3,Single,3,3,4,2,3,42440
Research & Development,31,4,Life Sciences,Male,3,4,Married,2,5,2,4,1,65000
Research & Development,45,2,Life Sciences,Female,3,3,Married,3,5,2,4,4,184300
Research & Development,48,3,Technical Degree,Male,3,3,Divorced,2,3,3,1,3,16010
Research & Development,34,4,Medical,Male,3,3,Married,2,3,1,3,3,26940
Research & Development,40,4,Other,Female,2,3,Divorced,9,1,4,2,3,31490
Research & Development,28,2,Technical Degree,Female,3,3,Single,5,0,4,1,3,176390
Research & Development,44,3,Life Sciences,Male,2,3,Single,5,4,3,3,3,23190
Research & Development,53,4,Technical Degree,Male,3,4,Single,9,2,4,2,2,116910
Research & Development,49,3,Life Sciences,Male,1,3,Married,3,2,1,3,2,53240
Research & Development,40,4,Life Sciences,Male,3,3,Divorced,3,3,3,3,4,167520
Research & Development,44,1,Other,Male,4,3,Single,5,2,4,2,2,52280
Human Resources,33,3,Medical,Female,3,3,Married,4,2,4,1,3,27000
Research & Development,34,4,Life Sciences,Female,3,3,Single,13,5,4,1,3,192460
Sales,30,2,Technical Degree,Male,3,4,Married,2,3,4,3,2,25060
Research & Development,42,4,Medical,Female,3,4,Single,12,2,1,4,3,60620
Research & Development,44,3,Life Sciences,Female,3,3,Married,1,2,1,3,2,43820
Research & Development,30,3,Life Sciences,Male,3,3,Divorced,1,2,3,3,2,21430
Sales,57,1,Life Sciences,Male,2,3,Married,12,5,2,3,2,61620
Research & Development,49,3,Technical Degree,Female,3,3,Divorced,8,5,3,2,3,50940
Research & Development,34,4,Medical,Female,3,4,Divorced,14,3,2,1,2,68770
Research & Development,28,3,Medical,Male,3,4,Married,3,5,1,3,4,22740
Research & Development,29,3,Medical,Female,3,3,Single,5,1,1,2,1,44340
Research & Development,34,1,Medical,Male,3,3,Single,15,2,1,2,4,62880
Sales,35,4,Other,Female,2,3,Married,1,4,4,3,3,25530
Sales,24,3,Life Sciences,Male,2,3,Single,0,3,2,1,2,76540
Research & Development,24,3,Life Sciences,Female,1,3,Married,1,3,4,2,3,51600
Research & Development,44,2,Medical,Female,2,4,Single,2,1,2,3,2,171590
Sales,29,2,Life Sciences,Female,3,3,Divorced,10,6,3,3,3,128080
Research & Development,30,2,Life Sciences,Male,3,3,Divorced,5,2,3,3,4,102210
Sales,55,3,Marketing,Male,3,3,Married,3,6,4,3,3,47790
Research & Development,33,2,Life Sciences,Male,3,4,Married,5,2,1,2,3,37370
Research & Development,47,4,Medical,Female,2,3,Married,5,5,3,3,2,23660
Sales,28,3,Marketing,Male,3,3,Single,0,3,3,1,2,17060
Sales,28,4,Marketing,Male,2,3,Divorced,1,3,1,3,1,163070
Research & Development,28,3,Life Sciences,Female,3,3,Single,4,3,3,1,3,59330
Research & Development,49,4,Life Sciences,Female,3,3,Married,3,3,3,1,3,34240
Research & Development,29,1,Medical,Male,1,3,Married,3,2,4,2,3,40370
Research & Development,28,1,Technical Degree,Male,2,3,Married,8,3,3,2,2,25590
Research & Development,33,4,Life Sciences,Female,2,3,Single,0,2,4,3,3,62010
Research & Development,32,3,Life Sciences,Female,2,4,Single,5,3,3,4,4,44030
Sales,54,3,Life Sciences,Female,2,3,Divorced,14,3,2,4,3,37610
Research & Development,29,3,Life Sciences,Female,3,3,Single,9,2,1,1,1,109340
Sales,44,1,Marketing,Male,2,3,Married,20,5,4,1,4,107610
Sales,39,1,Technical Degree,Female,4,3,Single,2,2,2,2,3,51750
Research & Development,46,2,Life Sciences,Male,2,3,Married,13,1,3,2,4,138260
Research & Development,35,4,Life Sciences,Male,4,3,Single,11,2,4,2,1,63340
Research & Development,23,4,Medical,Female,2,3,Single,4,2,1,3,3,49360
Research & Development,40,3,Medical,Male,4,3,Single,5,3,4,1,1,47750
Human Resources,34,3,Human Resources,Male,3,3,Married,10,2,4,3,3,28180
Research & Development,31,3,Life Sciences,Female,2,3,Single,7,3,4,3,1,25150
Research & Development,50,3,Medical,Male,2,3,Single,32,2,3,4,3,23420
Sales,34,5,Marketing,Female,3,3,Married,11,3,2,3,3,41940
Research & Development,42,3,Life Sciences,Female,3,3,Married,1,2,3,2,3,106850
Research & Development,37,2,Medical,Male,3,3,Married,10,1,1,4,3,20220
Research & Development,29,3,Medical,Female,4,3,Married,7,5,3,1,3,23140
Research & Development,33,1,Life Sciences,Male,3,3,Single,5,1,4,2,3,42560
Sales,45,3,Life Sciences,Male,2,4,Married,5,1,4,4,3,35800
Human Resources,42,4,Technical Degree,Male,3,3,Married,20,1,4,4,1,31620
Sales,40,1,Life Sciences,Female,4,3,Married,8,2,1,1,4,65240
Research & Development,33,3,Medical,Female,2,3,Married,15,3,2,3,3,28990
Sales,40,5,Life Sciences,Male,3,3,Single,21,4,3,3,3,52310
Sales,24,2,Marketing,Male,3,3,Divorced,1,5,3,1,3,23560
Research & Development,40,3,Medical,Male,2,3,Divorced,2,0,4,4,3,28000
Research & Development,45,3,Medical,Female,4,4,Divorced,10,2,1,2,3,118360
Research & Development,35,1,Life Sciences,Male,4,3,Married,5,3,2,3,3,109030
Research & Development,32,4,Medical,Male,4,4,Married,7,0,4,2,3,29730
Sales,36,3,Marketing,Female,2,3,Single,3,5,3,4,2,142750
Research & Development,48,4,Medical,Male,3,3,Divorced,8,2,3,3,3,55620
Research & Development,29,4,Life Sciences,Female,4,3,Married,1,5,3,3,2,45370
Research & Development,33,1,Medical,Male,2,4,Married,2,2,1,1,1,76420
Research & Development,30,3,Other,Male,3,3,Married,10,2,2,1,3,179240
Sales,38,3,Marketing,Male,3,3,Married,6,2,3,3,3,52040
Sales,35,2,Life Sciences,Male,3,3,Single,3,2,4,1,3,22770
Research & Development,30,3,Technical Degree,Male,3,3,Married,4,4,3,2,3,27950
Research & Development,35,3,Medical,Female,1,3,Divorced,1,2,1,1,3,25320
Research & Development,53,3,Life Sciences,Male,3,4,Married,33,2,3,4,3,25590
Research & Development,38,3,Medical,Female,2,3,Married,5,3,3,2,3,49080
Research & Development,32,4,Life Sciences,Female,3,3,Married,6,5,4,1,2,23800
Research & Development,48,5,Life Sciences,Male,3,3,Married,8,4,3,1,2,47650
Research & Development,34,3,Life Sciences,Male,3,3,Single,1,2,1,4,1,20440
Research & Development,55,1,Medical,Female,2,3,Married,36,6,3,4,3,26930
Research & Development,34,2,Life Sciences,Male,3,3,Married,2,3,2,4,2,65860
Research & Development,26,3,Life Sciences,Male,3,3,Married,1,6,1,4,3,32940
Sales,38,2,Marketing,Female,4,4,Married,9,4,3,2,3,41710
Research & Development,38,3,Life Sciences,Female,2,3,Single,3,5,2,2,4,27780
Human Resources,36,3,Human Resources,Male,3,3,Single,1,3,2,3,3,23770
Research & Development,29,3,Life Sciences,Male,2,3,Single,10,3,2,1,3,24040
Sales,35,2,Life Sciences,Female,4,3,Single,5,4,1,3,3,23180
Sales,39,2,Medical,Female,3,3,Married,7,3,4,3,3,20080
Research & Development,29,1,Medical,Female,3,4,Divorced,6,3,1,4,4,62440
Research & Development,50,2,Medical,Female,1,3,Married,1,0,3,3,3,27990
Research & Development,23,2,Life Sciences,Female,3,3,Married,2,2,4,3,3,105520
Sales,36,3,Life Sciences,Male,3,3,Married,3,2,1,1,3,23290
Research & Development,42,2,Life Sciences,Female,3,3,Single,1,3,4,4,3,40140
Sales,35,3,Medical,Female,3,3,Married,10,4,2,3,2,74030
Research & Development,34,1,Life Sciences,Female,3,3,Married,8,2,4,3,2,22590
Research & Development,40,4,Life Sciences,Male,3,3,Married,5,5,4,1,3,69320
Research & Development,43,1,Other,Male,4,4,Divorced,6,0,4,2,3,46780
Sales,35,3,Marketing,Female,2,3,Married,1,3,3,4,2,135820
Research & Development,46,4,Technical Degree,Male,3,3,Single,26,2,4,1,1,23320
Human Resources,28,3,Medical,Female,3,3,Married,1,2,3,2,3,24130
Sales,22,2,Marketing,Male,2,3,Married,4,3,2,3,2,97050
Research & Development,50,3,Other,Male,2,4,Married,30,2,2,3,3,42940
Research & Development,32,2,Life Sciences,Male,3,3,Married,3,3,2,4,3,47210
Research & Development,44,3,Technical Degree,Male,3,4,Divorced,22,2,2,4,2,25190
Research & Development,30,3,Medical,Female,3,3,Married,6,2,2,2,2,21210
Sales,45,2,Technical Degree,Female,3,3,Single,10,2,3,1,3,29730
Sales,45,4,Life Sciences,Male,2,3,Married,10,3,1,1,3,58550
Research & Development,31,3,Medical,Male,3,4,Single,5,5,4,1,3,36170
Research & Development,36,1,Medical,Male,3,3,Married,3,3,3,3,3,67250
Sales,34,4,Marketing,Male,2,3,Divorced,9,3,3,4,3,103250
Research & Development,49,4,Life Sciences,Male,3,3,Married,9,2,3,1,2,69490
Research & Development,39,2,Life Sciences,Male,3,3,Married,7,2,2,1,3,106090
Research & Development,27,1,Life Sciences,Male,3,3,Divorced,7,4,4,1,3,44470
Research & Development,35,3,Medical,Female,2,4,Married,16,1,2,1,3,21570
Research & Development,28,3,Life Sciences,Male,3,3,Divorced,5,2,2,1,2,46010
Research & Development,21,1,Life Sciences,Female,3,3,Single,2,2,3,4,3,170990
Research & Development,18,5,Medical,Male,2,3,Single,0,2,2,4,4,24790
Research & Development,47,4,Medical,Male,2,3,Married,5,3,4,3,3,148520
Sales,39,4,Life Sciences,Male,3,3,Divorced,10,5,3,3,3,72640
Research & Development,40,1,Life Sciences,Male,3,3,Married,18,2,1,3,3,56660
Research & Development,35,3,Medical,Female,3,3,Married,14,3,3,3,3,78230
Research & Development,37,4,Technical Degree,Male,4,3,Married,4,2,3,3,2,78800
Research & Development,39,3,Technical Degree,Female,3,3,Single,9,2,1,3,1,131940
Research & Development,45,3,Life Sciences,Female,2,3,Divorced,10,3,4,4,3,50670
